target_variable,T2M_toc,QV2M_toc,TQL_toc,W2M_toc
1108.7815,26.68145142,0.019707797,0.2076416,9.885411142
1283.577,27.1668335,0.019684808,0.21594238,11.56930921
1324.0461,27.47081909,0.019730508,0.2166748,12.16319118
1346.4717,27.69512329,0.019661795,0.20391846,12.34587693
1370.0916,27.69442139,0.01980672,0.17962646,11.81439002
1285.9375,27.75930176,0.019821944,0.16357422,11.40786185
1305.9659,27.79873047,0.019676944,0.1453247,10.63730645
1284.473,27.79329834,0.019356463,0.13568115,9.443542345
1261.7081,27.64696655,0.019104654,0.1375122,8.011019827
1194.7955,27.55309448,0.018845225,0.15411377,7.121268345
1114.7865,27.35924683,0.018814683,0.1687622,6.894264101
1155.89,26.8906189,0.019333446,0.16815186,5.86496136
1146.8569,26.63143311,0.019257165,0.14898682,5.846180476
1101.4335,26.45180664,0.019097006,0.13232422,5.491345199
1050.3369,26.35076294,0.018852957,0.113708496,4.506691878
989.1337,26.2595459,0.018601317,0.10656738,3.751895441
932.7804,26.1256958,0.018433638,0.0965271,3.57029991
881.0613,26.00582275,0.018281225,0.08004761,3.25774969
859.0661,25.90859375,0.018128788,0.07046509,3.096074109
832.0839,25.83309326,0.01799157,0.061584473,3.138343347
819.5374,25.76107178,0.017877175,0.05833435,3.295627723
828.3937,25.73775635,0.017732153,0.064971924,3.131410994
875.9542,25.73607788,0.017609974,0.08068848,2.825730204
883.2028,25.73497925,0.017632766,0.08242798,2.707752399
1003.7749,26.1189209,0.017899673,0.07009888,3.252132939
1168.3526,26.60183105,0.01793775,0.08529663,4.280625166
1257.3476,27.17305908,0.01791481,0.103637695,5.178289181
1327.7042,27.74126587,0.017792663,0.12805176,5.573328252
1377.4388,28.10534058,0.017693417,0.14959717,5.118059988
1384.7977,28.33587036,0.017540786,0.16992188,4.067490385
1405.5484,28.48677979,0.01735765,0.18969727,3.207940389
1424.073,28.5453125,0.017090604,0.20092773,2.426022858
1395.4199,28.56801758,0.01686171,0.19665527,1.67508533
1346.9274,28.55541382,0.016655713,0.17407227,0.139989544
1232.936,28.41396484,0.016663346,0.13104248,1.960849988
1266.6635,28.02892456,0.017411055,0.100250244,3.242546149
1284.168,27.66991577,0.018479235,0.065826416,3.860131436
1244.929,27.40621338,0.01860906,0.04272461,4.532829788
1207.6749,27.16811523,0.018502451,0.02381134,4.985621404
1158.3283,26.94017944,0.018403491,0.018455505,5.228792265
1082.9503,26.69381104,0.018312026,0.016853333,5.329960557
1022.4369,26.47387085,0.018197665,0.013839722,5.220419322
956.2812,26.2852417,0.018075684,0.014904022,5.134882328
961.4565,26.09676514,0.01802235,0.01625061,5.310627068
931.7893,25.90444336,0.018022347,0.019256592,5.899035947
925.7054,25.75957642,0.018006992,0.02204895,6.245783129
943.4014,25.65987549,0.017953413,0.020484924,6.22079413
943.6853,25.74932251,0.018067695,0.016403198,5.749610954
1115.3197,26.6770874,0.018143889,0.020118713,5.78537861
1269.5251,27.16707764,0.017983604,0.06488037,3.347971953
1372.5055,27.62832031,0.017884376,0.11160278,2.090148646
1448.9418,28.26714478,0.018036934,0.14172363,4.678973465
1489.1395,28.75011597,0.018166618,0.15258789,5.649063245
1479.1115,29.03792725,0.018258156,0.14569092,5.831064949
1503.0248,29.18935547,0.018265765,0.14233398,5.649145018
1514.4253,29.27895508,0.01820471,0.12609863,5.442517364
1452.0672,29.2789856,0.018128388,0.108184814,5.063411173
1360.1741,29.16884766,0.018082574,0.08999634,4.303473784
1256.7037,28.92394409,0.018311415,0.07171631,3.617670584
1323.274,28.40230713,0.019387139,0.064086914,2.63581845
1324.0016,28.07848511,0.019738123,0.058380127,2.679027068
1280.3564,27.82528076,0.019669507,0.052581787,3.271700153
1253.9518,27.58632813,0.019623816,0.048675537,3.743326001
1189.4822,27.3230835,0.019593403,0.047073364,4.263077846
1121.2168,27.08339844,0.019578284,0.050323486,4.635128248
1052.1458,26.82720337,0.019547949,0.060424805,4.935788196
999.7519,26.58736572,0.019487113,0.070251465,5.234229046
973.1582,26.39119873,0.019456767,0.07998657,5.563877818
961.1897,26.24666748,0.019449208,0.08578491,6.194148899
954.3398,26.16011963,0.019441565,0.08868408,6.882149104
963.9276,26.08901367,0.019410977,0.09030151,7.381601603
928.7373,26.13372192,0.019471936,0.096069336,7.479797268
1036.0412,26.83571777,0.019799996,0.103881836,8.788025681
1157.9612,27.39504395,0.019761896,0.1161499,9.510915769
1240.2401,27.97408447,0.01976193,0.1348877,8.633290614
1306.3552,28.54012451,0.01977707,0.16357422,7.619951947
1331.1581,28.94460449,0.019777015,0.19506836,7.04882944
1249.7818,29.18044434,0.019746395,0.2154541,6.916527144
1214.6035,29.27868042,0.019624246,0.22692871,6.71863877
1164.6149,29.31710205,0.019555556,0.22113037,6.749711374
1152.8695,29.25557861,0.019578433,0.19787598,7.468789553
1103.3763,28.96096191,0.019837858,0.17095947,8.936206328
1100.8474,28.4210144,0.020440646,0.14050293,9.013159553
1183.2913,27.81557617,0.020829814,0.12072754,7.853297208
1180.6753,27.44643555,0.020837544,0.118499756,6.847862668
1161.61,27.14534912,0.020769091,0.11947632,6.27522075
1116.7955,26.90596924,0.020670267,0.11810303,6.286634491
1076.6431,26.68740234,0.020548638,0.13153076,6.120883851
1027.2467,26.53841553,0.020396577,0.14501953,6.487626585
982.3153,26.41436157,0.020274945,0.15966797,7.723649701
948.8359,26.33101807,0.020191217,0.1663208,9.030774336
923.1126,26.23238525,0.020115212,0.16888428,9.707161716
923.4276,26.13387451,0.020008698,0.171875,9.322236383
898.0359,26.07677612,0.019902123,0.18121338,8.559210183
888.9611,26.03908691,0.019810488,0.19262695,7.598430361
832.9804,26.05935059,0.01974149,0.20428467,6.59580792
864.3091,26.60067139,0.019970123,0.20489502,6.597223938
922.248,27.14980469,0.019435875,0.1963501,7.816926768
982.2489,27.40877686,0.018573523,0.1741333,7.845822762
1044.1433,27.63268433,0.018237658,0.16241455,6.91527727
1078.8994,27.98977051,0.01811545,0.14794922,5.895458892
1115.925,28.34746704,0.01810769,0.1383667,5.336850758
1123.464,28.56218872,0.018130388,0.1404419,5.120743751
1125.9894,28.64031372,0.018145487,0.14624023,5.244766984
1104.4899,28.58300171,0.018160606,0.14447021,5.847801001
1066.9907,28.40703735,0.01817574,0.13287354,6.750990757
1061.9727,28.00942383,0.018488424,0.119262695,6.898070157
1130.0571,27.42894897,0.019174963,0.114349365,5.603785771
1154.5396,27.07283936,0.019159643,0.10803223,5.413525713
1121.8549,26.79564819,0.019022152,0.099609375,5.519134048
1097.6658,26.54537354,0.018915199,0.08590698,5.911154144
1059.6886,26.27883301,0.01881597,0.078186035,6.594030325
972.7591,25.99291382,0.01869396,0.082214355,7.494530018
968.4601,25.71950684,0.018533828,0.07867432,8.024909816
931.0853,25.48623047,0.018388987,0.06814575,7.996169079
887.7869,25.30709229,0.018267045,0.055526733,7.755129292
888.0069,25.1758667,0.01816033,0.054122925,7.612922574
879.3751,25.08471069,0.018076435,0.05570984,7.067770828
913.4542,25.03862915,0.01800009,0.053390503,6.421039557
929.0947,25.13540039,0.018091615,0.05038452,5.896492882
1067.3683,25.91851196,0.018259466,0.05204773,7.371517029
1262.2621,26.40810547,0.018320465,0.06866455,7.258165116
1363.7179,26.88295898,0.018274566,0.08581543,5.434993087
1449.336,27.40355835,0.018121792,0.09829712,3.424628062
1461.0892,27.91051636,0.017961448,0.11236572,1.935596419
1457.6683,28.33114014,0.017801147,0.13116455,1.05358944
1392.4547,28.58348999,0.017663756,0.152771,0.982382349
1374.5753,28.72850952,0.017556889,0.17633057,0.978975369
1360.3836,28.78386841,0.017411865,0.1784668,1.142407064
1306.5679,28.78389893,0.017350752,0.15136719,1.733698553
1207.9615,28.62526855,0.017533783,0.10559082,2.552409274
1231.1566,28.14815674,0.018510304,0.06283569,2.801785361
1221.5834,27.71456299,0.019257994,0.042892456,3.564340229
1192.9482,27.40059814,0.019265693,0.035354614,4.928575082
1162.1879,27.08873901,0.019250574,0.03765869,6.158901918
1087.5629,26.78869019,0.019243145,0.0382843,6.909978824
1016.1595,26.51766357,0.019251011,0.05493164,7.09170059
963.6041,26.28917847,0.019266522,0.08380127,6.985358662
935.281,26.11696777,0.019266734,0.10095215,6.771207605
907.42,25.94777832,0.019205803,0.10391235,6.495713484
889.8372,25.84954224,0.019114094,0.12060547,6.121779829
891.1227,25.82808838,0.018999415,0.13146973,5.547601666
920.8996,25.90148315,0.01886192,0.13909912,4.839003999
953.294,26.10671387,0.018793162,0.14807129,3.824458925
1074.4028,26.66991577,0.019029466,0.15893555,2.871373402
1230.8432,27.20223389,0.018792812,0.16851807,2.499764817
1325.5949,27.64336548,0.01882324,0.17706299,3.140292673
1417.3456,28.04723511,0.01883841,0.17852783,4.013096139
1428.6807,28.32451782,0.018838333,0.17816162,4.794841772
1416.7532,28.50524292,0.018746736,0.17279053,5.490418939
1426.9258,28.60463867,0.018647535,0.16534424,6.109038298
1380.0849,28.65065918,0.018487317,0.15100098,6.184081309
1345.8876,28.66219482,0.018273687,0.12872314,5.709461591
1277.1598,28.57189331,0.01809815,0.1026001,4.91230335
1205.846,28.2763916,0.018372739,0.08303833,4.314666171
1275.0926,27.69246826,0.019402688,0.07510376,4.710019478
1248.3829,27.35512695,0.019402735,0.062194824,6.335040411
1202.3434,27.07329712,0.019364703,0.07196045,7.065114227
1165.9795,26.83898315,0.019387778,0.084472656,6.708479477
1107.9788,26.63851318,0.019410918,0.090911865,6.363435664
1029.1645,26.45870361,0.019388344,0.08319092,5.962464502
988.647,26.31011353,0.019350192,0.081604004,5.681459117
953.2157,26.18297729,0.019289022,0.08404541,5.413229472
922.5618,26.09377441,0.019227969,0.09298706,5.152304665
902.5295,26.00206909,0.019174622,0.10046387,5.294530666
909.3311,25.93459473,0.019121356,0.11062622,5.542209147
934.8995,25.87261353,0.019083465,0.12225342,5.868216337
952.1665,25.94277344,0.01915224,0.128479,6.165797399
1114.305,26.83245239,0.019571705,0.1270752,8.027848282
1276.543,27.48943481,0.019632714,0.12762451,9.44080003
1373.776,28.13579712,0.019632597,0.12634277,9.624387033
1435.4375,28.73607788,0.019693527,0.12536621,9.466338829
1387.9736,29.1350647,0.019945273,0.12817383,9.498404865
1342.1698,29.35823975,0.020090286,0.14099121,9.960645733
1394.2261,29.45913086,0.020036874,0.15875244,9.895690049
1421.0305,29.48796997,0.019891879,0.16821289,9.650965659
1419.2774,29.42333374,0.01980789,0.16583252,9.342488843
1337.9901,29.21013794,0.019769683,0.14886475,8.315086359
1209.3483,28.76040039,0.020196872,0.14239502,6.816490452
1253.9147,28.08468018,0.020753738,0.13458252,5.680278551
1261.574,27.64019165,0.020723373,0.121917725,6.292403082
1219.1691,27.3076416,0.020685326,0.11114502,7.298177972
1171.2397,26.99593506,0.020639723,0.09857178,8.43512955
1115.3605,26.73867188,0.02057895,0.08938599,9.912538634
1027.5177,26.52611694,0.02047968,0.08175659,10.74352912
991.4203,26.36553345,0.020372828,0.08139038,10.7858676
965.8822,26.25377808,0.020334778,0.10079956,10.42602975
933.8801,26.19033203,0.020319646,0.13079834,10.08285448
920.3891,26.24221191,0.020319669,0.15393066,10.66021735
920.5772,26.34917603,0.020327324,0.159729,11.7498031
942.0002,26.4454895,0.020319762,0.12774658,12.88513637
959.0401,26.54619751,0.020327467,0.08816528,14.06977414
1089.9683,27.08352051,0.020548645,0.06607056,15.50411192
1282.4404,27.7031189,0.020502783,0.079071045,16.36172026
1372.8748,28.40209351,0.020304324,0.11679077,17.07309992
1466.839,28.9734436,0.020075323,0.12478638,17.03528589
1491.3365,29.35845337,0.019953119,0.13208008,15.35587091
1424.8635,29.50264893,0.019792784,0.11062622,14.0135873
1439.9866,29.50478516,0.019647736,0.07260132,14.03650561
1464.2749,29.42788086,0.019571377,0.040603638,14.32988502
1437.2929,29.31578979,0.01948741,0.03504944,13.62441132
1391.0616,29.0319458,0.019510245,0.048934937,12.62895445
1278.5841,28.45693359,0.01979245,0.06375122,11.52221194
1295.1524,27.78737793,0.019807614,0.06417847,11.08231568
1305.961,27.43410645,0.019609166,0.050582886,11.62587314
1256.5944,27.18270264,0.019525176,0.04786682,11.69408966
1218.9663,26.97789917,0.01954039,0.05543518,11.75207656
1170.821,26.80159912,0.019624252,0.058059692,11.66082732
1102.8995,26.60799561,0.019731054,0.067840576,11.50698434
1049.2971,26.39891968,0.019792108,0.097961426,10.80359742
1011.6152,26.30297241,0.019853186,0.14245605,9.306652249
974.0762,26.21566162,0.019815093,0.1817627,8.501460939
960.16,26.11690674,0.019777013,0.16308594,8.407401271
952.3309,26.02382813,0.0197618,0.13214111,8.454717419
974.6852,25.91347656,0.019738894,0.12072754,8.436082645
975.8061,25.92305908,0.019784648,0.13226318,7.751650185
1114.5175,26.59847412,0.020234771,0.16137695,8.085877505
1287.3988,27.29717407,0.020204155,0.175354,9.691034417
1353.4022,27.87972412,0.02001334,0.21179199,10.18888112
1398.1469,28.22783813,0.01970811,0.24932861,9.574388219
1466.2125,28.33980713,0.019563135,0.2623291,8.944164914
1471.6686,28.38027344,0.01944869,0.2668457,8.785727649
1429.1638,28.40236816,0.019357149,0.2800293,9.24499923
1365.0385,28.31133423,0.019296138,0.27783203,10.02181183
1303.6639,28.06807861,0.019456372,0.25427246,11.00092936
1277.502,27.77755127,0.019700512,0.23999023,11.79677123
1201.928,27.41811523,0.02000567,0.22802734,10.71481181
1230.1692,26.91799316,0.020104831,0.23083496,8.310704014
1225.7355,26.60283813,0.019975107,0.23626709,7.24970763
1186.4249,26.39205322,0.019837799,0.22601318,6.98242179
1130.1356,26.19817505,0.019715782,0.21008301,7.565200646
1092.0298,26.03136597,0.019631902,0.18475342,8.640564132
1039.5587,25.88308105,0.019555641,0.17028809,9.360880872
988.1011,25.80043945,0.019494602,0.203125,9.660831954
918.4085,25.75792847,0.019425888,0.24127197,10.13643519
918.6384,25.76290283,0.019425835,0.22833252,10.5746482
906.4783,25.77156982,0.019441051,0.21862793,10.75114108
899.8665,25.77346191,0.01942577,0.2263794,10.49144143
909.2757,25.73729858,0.019380001,0.25219727,9.738388812
889.792,25.75411377,0.019364744,0.23968506,8.807957307
963.9139,26.36416016,0.019692844,0.23754883,9.424524464
1137.4558,26.88335571,0.019578299,0.23675537,11.53369139
1221.0151,27.2567688,0.019463787,0.24725342,12.37980309
1303.2929,27.56212769,0.019334048,0.26489258,12.57529775
1311.3458,27.76351318,0.019250067,0.2861328,11.89970721
1266.1568,27.72023926,0.01915847,0.29370117,11.59430313
1203.6355,27.56453857,0.018982964,0.2631836,11.74816149
1177.5655,27.44121704,0.018776974,0.22979736,12.31664185
1169.8608,27.32143555,0.018632041,0.18725586,13.07261886
1158.8549,27.07784424,0.018708354,0.15893555,13.29883197
1128.1919,26.63338623,0.018975407,0.14117432,12.29335594
1205.9534,26.08013306,0.01905175,0.119262695,10.03535449
1188.0101,25.80098877,0.019006051,0.13043213,8.065573968
1137.6831,25.63808594,0.018937474,0.18157959,6.388142151
1100.4972,25.53151855,0.018838327,0.23901367,5.541429955
1055.2461,25.422052,0.018685794,0.2611084,5.516562884
1001.708,25.25750122,0.01849511,0.23577881,6.268970587
949.1371,25.07692871,0.018220501,0.19207764,7.280272848
920.4026,24.85494385,0.017930627,0.1519165,7.681636603
916.9027,24.65743408,0.017671263,0.13409424,7.29574313
900.2358,24.50606689,0.017442409,0.11758423,6.540615995
880.5317,24.35967407,0.017251717,0.09713745,6.028907633
878.4487,24.28307495,0.017145045,0.08178711,5.928646588
814.7859,24.35860596,0.017251804,0.07449341,6.353888473
874.5768,25.2932373,0.01759509,0.07632446,10.27483734
929.426,25.91887817,0.017816309,0.08572388,13.34953225
990.0074,26.33852539,0.018098537,0.12335205,15.18635331
1059.4495,26.76616821,0.01827402,0.16827393,16.09167426
1092.1362,27.22234497,0.018312208,0.22125244,16.34080955
1118.1505,27.5251709,0.018220702,0.25598145,15.94267833
1142.2424,27.63128052,0.018022409,0.25842285,14.91910634
1125.8949,27.69362793,0.017839327,0.23944092,13.66187978
1144.0541,27.71108398,0.01774777,0.21044922,12.53225589
1090.646,27.62755737,0.017717224,0.16711426,11.93148639
1077.9492,27.27358398,0.017961292,0.113098145,10.97205216
1146.2613,26.5899292,0.018693639,0.07043457,8.688762813
1176.6863,26.25100098,0.018640164,0.04335022,8.841580903
1161.8192,26.03649292,0.018571442,0.027648926,9.549059121
1150.5704,25.85415039,0.018548507,0.019424438,10.6047568
1096.3894,25.68224487,0.018571371,0.01625061,11.6062235
1035.5129,25.55248413,0.018601896,0.01739502,12.48106392
976.855,25.40221558,0.018594291,0.019012451,13.34305577
922.6113,25.22835693,0.018525667,0.017341614,13.96999054
887.5578,24.99080811,0.018403653,0.011054993,14.0917942
880.4091,24.7444397,0.018212978,0.005712509,13.40420818
882.9551,24.48931274,0.017968874,0.003230095,11.91949935
901.056,24.2661377,0.017724767,0.001916885,10.20349698
920.0888,24.28527222,0.017679023,0.001328468,9.081620517
1073.2019,25.42250977,0.018030012,0.001370907,11.81379945
1231.1028,26.48183594,0.018037682,0.003068924,14.2879295
1322.0132,27.38753662,0.01834289,0.008476257,15.97214794
1378.1266,28.11022339,0.018709116,0.019126892,17.36682028
1394.4886,28.55281982,0.019044796,0.04559326,18.41875898
1377.1633,28.66149292,0.019212618,0.07940674,19.33652172
1418.4968,28.52974854,0.019235479,0.11361694,19.8739155
1397.0437,28.25301514,0.019159159,0.128479,19.84008636
1344.7133,27.97243652,0.019075217,0.13775635,19.3864148
1268.4335,27.60549316,0.019098071,0.15136719,18.69979015
1192.9136,27.13244019,0.01931925,0.16070557,17.41092189
1226.966,26.6269165,0.019548124,0.17333984,15.35165196
1260.1731,26.44667969,0.019632015,0.1817627,14.7007111
1226.4122,26.37890015,0.019601528,0.17224121,14.37134782
1187.1765,26.31728516,0.019586332,0.1665039,14.1441157
1110.4387,26.23848877,0.01952538,0.14056396,13.63430447
1039.287,26.12130127,0.019380523,0.121276855,13.02311167
970.1177,25.99233398,0.019144114,0.111206055,12.88693621
941.4919,25.84200439,0.018991578,0.09466553,12.42745292
918.3214,25.67409668,0.018869467,0.08053589,12.03124438
904.3996,25.53518066,0.018762534,0.066986084,11.75107057
902.7906,25.44326172,0.01868609,0.056991577,11.61816674
922.7254,25.3774353,0.018640159,0.049621582,11.57095216
927.1188,25.41582642,0.018685805,0.042007446,11.81717193
1079.3953,26.16304932,0.018906957,0.048568726,15.02354125
1244.7708,26.81224976,0.01890685,0.065582275,16.85831011
1334.4848,27.42159424,0.018998321,0.090911865,17.02387019
1384.4233,27.88393555,0.019112712,0.11743164,16.85456184
1423.5388,28.14165649,0.019173723,0.13604736,16.36906562
1414.7827,28.26473389,0.019143201,0.14959717,15.14507665
1455.0552,28.27376709,0.019044053,0.16156006,13.54687601
1437.1198,28.30309448,0.018960115,0.17266846,11.86415568
1413.868,28.28481445,0.018769355,0.17462158,9.829204656
1333.8058,28.15535889,0.018593865,0.16271973,8.512070135
1253.9155,27.83220825,0.01868541,0.13006592,7.745600075
1282.1865,27.21624146,0.01942547,0.101257324,6.744847964
1295.3257,26.86153564,0.019616209,0.08331299,7.489646112
1273.6871,26.58937988,0.019585697,0.07247925,8.728897942
1235.7107,26.34688721,0.01958571,0.07397461,9.73596631
1179.209,26.18166504,0.019608624,0.08459473,10.11028502
1102.1885,26.05840454,0.019623933,0.09353638,10.27067626
1035.194,25.96685181,0.019639254,0.098083496,10.44333434
1000.6839,25.85064087,0.019608809,0.102874756,10.40584261
959.4115,25.78041992,0.0195326,0.116363525,10.4029215
950.9135,25.75655518,0.019479264,0.12561035,10.28392606
945.5583,25.73162231,0.019402986,0.113586426,9.554512188
962.9102,25.71590576,0.01926566,0.09701538,9.342146524
983.5028,25.80297241,0.019235149,0.083221436,9.953053831
1085.873,26.46401367,0.01938011,0.07659912,12.61333398
1270.6641,26.92952881,0.019303827,0.08706665,13.92309521
1352.3699,27.37099609,0.01941067,0.09033203,14.08533961
1438.7754,27.80617676,0.01949459,0.09094238,14.52383959
1481.7247,28.11306152,0.019578515,0.10055542,15.40321335
1481.191,28.33547363,0.019670092,0.11871338,16.0036579
1520.1225,28.49996338,0.019685403,0.12805176,15.82145387
1515.0693,28.55300293,0.019540522,0.1307373,15.05462134
1487.6693,28.40227661,0.019281222,0.11569214,13.65095413
1411.8407,28.09819946,0.019144021,0.09362793,12.62594516
1292.1627,27.58690796,0.019189911,0.06878662,11.77050519
1331.117,26.89919434,0.019556275,0.05116272,9.739562084
1336.4341,26.53301392,0.019602222,0.043411255,9.620350594
1296.3132,26.3784729,0.019587133,0.053131104,9.962668106
1250.0963,26.29436646,0.019556798,0.07992554,10.22200177
1194.4009,26.22597656,0.019564612,0.07797241,10.04718726
1111.2272,26.11123047,0.019579997,0.07409668,10.0637595
1047.7815,25.99492798,0.01954197,0.09347534,10.13393405
1017.4427,25.87429199,0.01944287,0.11175537,10.18474621
970.453,25.70629272,0.019252207,0.12484741,10.44822694
956.2572,25.54436646,0.019046277,0.13513184,10.58805749
948.0866,25.41777954,0.018840306,0.13079834,8.787152957
971.3058,25.37636719,0.018641984,0.12438965,6.484245569
983.7897,25.4336792,0.018626489,0.1149292,5.614917325
1128.7936,26.20284424,0.0189619,0.10839844,7.309401199
1305.6475,26.80324707,0.019083902,0.1043396,8.763104519
1414.5228,27.30822144,0.019175218,0.11743164,9.00470847
1468.764,27.56643066,0.019129265,0.13922119,8.526374943
1498.7404,27.71462402,0.019083383,0.18304443,7.493559842
1479.445,27.97780762,0.018907787,0.22961426,5.370651409
1479.0819,28.41719971,0.018594885,0.2548828,2.86378125
1480.4612,28.86812744,0.018205706,0.2705078,0.904641556
1454.2725,29.12752686,0.018045332,0.26794434,2.184213598
1399.6941,28.91414795,0.018068131,0.23529053,3.458238555
1300.1498,28.52861938,0.01821315,0.1921997,3.842026658
1312.3677,28.01125488,0.019060094,0.13537598,2.87428871
1294.6871,27.76702271,0.019266183,0.10092163,2.643289323
1254.8127,27.58269653,0.019273974,0.08795166,2.571808246
1213.4206,27.41610107,0.01909864,0.06719971,2.501146525
1146.7566,27.29662476,0.018778438,0.039154053,2.221161209
1087.7138,27.19454346,0.018420186,0.027832031,2.097243066
1022.9991,26.9649292,0.018512134,0.026809692,2.3201616
972.4746,26.74978027,0.018451508,0.04751587,3.038465855
946.0385,26.58403931,0.018543243,0.08935547,3.403737818
920.195,26.45101318,0.018657722,0.15441895,3.642553763
915.3013,26.34090576,0.018711038,0.23046875,3.558669917
935.8565,26.28048096,0.018665073,0.28759766,3.157871751
951.8956,26.18477783,0.018657098,0.3010254,3.007917804
1080.5802,26.27388916,0.018954251,0.2763672,3.707906829
1254.1679,26.58077393,0.01852675,0.21490479,6.196172622
1378.5583,26.89125977,0.01833585,0.1519165,7.568626245
1438.7871,27.33718262,0.017961921,0.11300659,6.580275243
1469.4473,27.64177856,0.017580325,0.11773682,4.141160589
1466.4705,27.8956543,0.017389545,0.13110352,2.752671234
1458.6527,28.06279907,0.017603101,0.1697998,4.773671506
1443.4851,28.01140747,0.017854748,0.18841553,7.352679858
1386.7385,27.86986694,0.018083502,0.19958496,9.063429211
1333.0835,27.63289795,0.01819787,0.21099854,9.090958969
1233.2352,27.29094849,0.018342828,0.22521973,7.817975386
1245.1791,26.84554443,0.018999053,0.24139404,5.496398329
1236.8876,26.62035522,0.019289171,0.25170898,4.463396261
1199.0781,26.4833313,0.019144561,0.25341797,4.098980172
1135.9704,26.38338623,0.018931413,0.24645996,4.295815756
1108.9684,26.29763184,0.01881752,0.23052979,4.590095948
1037.137,26.1769043,0.018779915,0.21612549,4.849885601
987.1496,26.03728638,0.01876518,0.20800781,5.098102351
961.4311,25.93374023,0.018674133,0.20422363,4.915282398
950.669,25.91140137,0.018537218,0.18951416,4.436102359
933.0801,25.92061768,0.018392459,0.17559814,3.853833433
918.1377,25.89321289,0.018361822,0.16235352,3.395222352
914.0119,25.77892456,0.018422337,0.15734863,3.595766809
900.9617,25.65496216,0.018658213,0.16900635,4.343346249
979.8104,26.19997559,0.01901622,0.20721436,6.864420538
1097.7899,26.72423706,0.019015798,0.2593994,8.598604644
1174.8998,27.10735474,0.019099394,0.30456543,8.852272544
1216.9006,27.25634155,0.019167783,0.32946777,9.327646816
1225.1816,27.26052246,0.019282,0.34155273,10.42238976
1189.0197,27.20604858,0.019312387,0.33947754,11.37415911
1159.0292,27.12816772,0.019235976,0.3314209,11.58003436
1155.0369,27.05239258,0.019068003,0.32250977,11.45914072
1123.7989,26.90639648,0.018892372,0.29504395,11.86795594
1116.1242,26.78902588,0.01871676,0.2529297,12.22711631
1106.156,26.58599243,0.018625122,0.20391846,11.48024639
1185.3406,26.2005249,0.018884512,0.1675415,8.849210128
1176.6465,26.01238403,0.01896095,0.14093018,7.461227262
1156.7248,25.89324341,0.018915404,0.11605835,6.707922823
1108.8835,25.79116211,0.018801278,0.099975586,6.240118507
1057.2769,25.68569336,0.01867199,0.083862305,5.876117155
1011.1281,25.56365356,0.018565679,0.07330322,5.539634469
961.8658,25.48037109,0.018451808,0.06793213,5.155104565
925.3066,25.47426758,0.018315013,0.06729126,4.498954804
902.6582,25.53765259,0.018147567,0.078704834,3.787214272
888.084,25.59539185,0.01802579,0.09603882,3.178850452
868.3881,25.66066895,0.01793432,0.11230469,2.762005088
871.1236,25.73259888,0.017873084,0.114868164,2.42016264
808.0912,25.80349121,0.01788791,0.11553955,2.085363118
853.237,26.18184814,0.018070593,0.1232605,1.919762734
919.9413,26.71877441,0.017986443,0.14337158,2.070729798
992.7819,27.47030029,0.017802903,0.1749878,1.632297035
1075.6235,28.13814697,0.017695704,0.20617676,0.750639774
1120.9885,28.57653198,0.017680068,0.24554443,1.188852166
1139.9827,28.83373413,0.017740821,0.2816162,2.813424348
1143.3038,28.79873047,0.017870363,0.30200195,4.72112704
1150.84,28.52645264,0.018045794,0.30786133,6.879825721
1138.9141,28.11678467,0.01826692,0.31982422,8.602808365
1119.7913,27.59145508,0.018465232,0.32995605,9.901803217
1104.4368,27.01723633,0.018732257,0.3149414,10.77377951
1193.0248,26.48250732,0.019075707,0.26184082,10.6697597
1178.6439,26.18377075,0.01918285,0.20709229,10.09364744
1185.0793,25.99938354,0.019191004,0.15411377,8.904748486
1161.4864,25.86443481,0.019183742,0.1166687,7.930030112
1112.4026,25.7619873,0.019168846,0.0892334,7.448771069
1049.6825,25.66219482,0.019131271,0.08300781,7.398748704
982.2028,25.61980591,0.01907837,0.085754395,7.414614402
921.7002,25.56154785,0.019025229,0.09286499,7.042129035
909.8173,25.50234375,0.018994903,0.111968994,6.347137698
892.6535,25.46224365,0.01894925,0.13787842,5.863674936
906.3798,25.41344604,0.018903492,0.15594482,5.778969735
939.9484,25.35799561,0.018849561,0.16259766,5.913724344
958.575,25.39455566,0.018894807,0.1508789,6.2712148
1083.4546,26.02483521,0.01907748,0.13580322,8.901520498
1260.7722,26.54064331,0.019054402,0.13293457,10.13322877
1357.4382,27.09038696,0.019130548,0.1595459,10.6433792
1427.6266,27.51781616,0.01924482,0.17584229,11.9123419
1463.0527,27.84395752,0.019366633,0.18487549,12.98024026
1471.3892,28.01143799,0.019419769,0.1864624,13.30003779
1488.1092,28.08538208,0.019434806,0.17443848,13.14275534
1500.0346,28.12270508,0.019358316,0.1628418,12.37583543
1471.1141,28.07021484,0.019190323,0.14831543,11.31580079
1383.7522,27.95614014,0.01905288,0.12689209,10.4195931
1284.3107,27.65844116,0.019113874,0.110321045,9.409800668
1316.1401,27.06417236,0.019747153,0.10092163,6.735881307
1302.503,26.75002441,0.019709118,0.09005737,6.33239114
1280.48,26.52703247,0.019640518,0.07601929,6.531054825
1232.8759,26.30330811,0.019594848,0.05958557,7.06580061
1156.8809,26.13057861,0.019594952,0.047607422,7.251838798
